中文名,外文名,软科排名,独立学院,民办高校
浙江音乐学院,Zhejiang Conservatory of Music,,否,否
浙江邮电职业技术学院,Zhejiang Post And Telecommunication College,,否,否
浙江宇翔职业技术学院,Zhejiang Yuxiang Vocational & Technical College,,否,是
浙江育英职业技术学院,Zhejiang Yuying College Of Vocational Technology,,否,是
浙江越秀外国语学院,Zhejiang Yuexiu University,,否,是
浙江长征职业技术学院,Zhejiang Changzheng Vocational&Technical College,,否,是
浙江中医药大学滨江学院,ZheJiang Chinese Medicine University BinJiang College,,是,否
浙江舟山群岛新区旅游与健康职业学院,Zhejiang Tourism And Health College,,否,否
镇江市高等专科学校,Zhenjiang College,,否,否
正德职业技术学院,Zhengde Polytechnic,,否,是
郑州财经学院,Zhengzhou College of Finance and Economics,,否,是
郑州财税金融职业学院,Zhengzhou Vocational College Of Finance And Taxation,,否,否
郑州城建职业学院,Zhengzhou Urban Construction Vocational College,,否,是
郑州城市职业学院,City University of Zhengzhou,,否,是
郑州电力高等专科学校,Zhengzhou Electric Power College,,否,否
郑州电力职业技术学院,Zhengzhou Electric Power Technology College,,否,是
郑州电子商务职业学院,Zhengzhou E- Commerce Vocational College,,否,是
郑州电子信息职业技术学院,Zhengzhou Professional Technical Institute Of Electronic & Information,,否,是
郑州工程技术学院,Zhengzhou University of Technology,,否,否
郑州工商学院,Zhengzhou Technology and Business University,,否,是
郑州工业安全职业学院,Zhengzhou Vocational College Of Industrial Safety,,否,否
郑州工业应用技术学院,Zhengzhou University of Industrial Technology,,否,是
郑州轨道工程职业学院,Zhengzhou University Of Railway Engineering,,否,是
郑州黄河护理职业学院,Zhengzhou Yellow River Nursing Vocational College,,否,是
郑州健康学院,Zhengzhou Health College,,否,是
郑州经贸学院,Zhengzhou University of Economics and Business,,否,是
郑州科技学院,Zhengzhou University of Science and Technology,,否,是
郑州理工职业学院,Zhengzhou Institute of Technology,,否,是
郑州旅游职业学院,Zhengzhou Tourism College,,否,否
郑州美术学院,Zhengzhou Academy of Fine Arts,,否,是
郑州汽车工程职业学院,Zhengzhou Vocational College of Automobile Engineering,,否,是
郑州软件职业技术学院,Zhengzhou Software Vocational and Technical College,,否,是
郑州商贸旅游职业学院,Zhengzhou Vocational College Of Commerce&Tourism,,否,是
郑州商学院,Zhengzhou Business University,,否,是
郑州升达经贸管理学院,Zhengzhou Shengda University,,否,是
郑州师范学院,Zhengzhou Normal University,,否,否
郑州食品工程职业学院,Zhengzhou Institute of Food Technology,,否,是
郑州体育职业学院,Zhengzhou Physical Education Vocational College,,否,是
郑州铁路职业技术大学,Zhengzhou Railway Vocational & Technical College,,否,否
郑州卫生健康职业学院,Zhengzhou Health Vocational College,,否,否
郑州西亚斯学院,Sias University,,否,是
郑州信息工程职业学院,Zhengzhou Information Engineering Vocational College,,否,是
郑州信息科技职业学院,Zhengzhou Vocational University Of Information And Technology,,否,否
郑州亚欧交通职业学院,Zhengzhou Asia-Europe Vocational College of Transportation,,否,否
郑州医药健康职业学院,Zhengzhou Medicine College,,否,是
郑州幼儿师范高等专科学校,Zhengzhou Preschool Education College,,否,否
郑州职业技术学院,Zhengzhou Technical College,,否,否
郑州智能科技职业学院,Zhengzhou Vocational College of Intelligent Technology,,否,是
中国计量大学现代科技学院,China Jiliang University College of Modern Science and Technology,,是,否
中国科学院大学,University of Chinese Academy of Sciences,,否,否
中国矿业大学徐海学院,"Xuhai College, China University of Mining and Technology",,是,否
中国美术学院,China Academy of Art,,否,否
中国青年政治学院,China Youth University of Political Studies,,否,否
中国人民解放军国防大学,PLA National Defence University,,否,否
中国人民解放军国防科技大学,National University of Defense Technology,,否,否
中国人民解放军海军大连舰艇学院,Dalian Naval Academy,,否,否
中国人民解放军海军工程大学,Naval University of Engineering,,否,否
中国人民解放军海军航空大学,Naval Aviation University,,否,否
中国人民解放军海军军医大学,Naval Medical University,,否,否
中国人民解放军海军潜艇学院,PLA Naval Submarine Academy,,否,否
中国人民解放军海军勤务学院,Naval Logistics Academy,,否,否
中国人民解放军海军士官学校,Chinese People's Liberation Army Naval Non commissioned Officer School,,否,否
中国人民解放军海军指挥学院,Naval Command College,,否,否
中国人民解放军火箭军工程大学,Rocket Force University of Engineering,,否,否
中国人民解放军火箭军士官学校,Chinese People's Liberation Army Rocket Sergeant School,,否,否
中国人民解放军火箭军指挥学院,The PLA Rocket Force Command College,,否,否
中国人民解放军军事航天部队航天工程大学,PLA Space Engineering University,,否,否
中国人民解放军空军工程大学,Air Force Engineering University,,否,否
中国人民解放军空军哈尔滨飞行学院,Air Force Harbin Flying College,,否,否
中国人民解放军空军航空大学,Aviation University of Air Force,,否,否
中国人民解放军空军军医大学,Air Force Medical University,,否,否
中国人民解放军空军勤务学院,Air Force Logistics Academy,,否,否
中国人民解放军空军石家庄飞行学院,Shijiazhuang Flying College of PLA Air Force,,否,否
中国人民解放军空军通信士官学校,Air Force Communication NCO Academy,,否,否
中国人民解放军空军西安飞行学院,PLA Air Force Xi'an Flying College,,否,否
中国人民解放军空军预警学院,Air Force Early Warning Academy,,否,否
中国人民解放军空军指挥学院,Chinese people's Liberation Army Air Force Command College,,否,否
中国人民解放军联勤保障部队工程大学,,,否,否
中国人民解放军陆军边海防学院,Army Academy of Border and Coastal Defense,,否,否
中国人民解放军陆军兵种大学,,,否,否
中国人民解放军陆军步兵学院,The Army Infantry Academy of PLA,,否,否
中国人民解放军陆军防化学院,"Institute of NBC Defence, PLA Army",,否,否
中国人民解放军陆军工程大学,Army Engineering University of PLA,,否,否
中国人民解放军陆军航空兵学院,Chinese people's Liberation Army Aviation School,,否,否
中国人民解放军陆军军医大学,Army Medical University,,否,否
中国人民解放军陆军特种作战学院,Special Operation College of PLA,,否,否
中国人民解放军陆军指挥学院,Army Command College,,否,否
中国人民解放军网络空间部队信息工程大学,The PLA Information Engineering University,,否,否
中国人民解放军信息支援部队工程大学,,,否,否
中国人民武装警察部队工程大学,Engineering University of PAP,,否,否
中国人民武装警察部队海警学院,China Coast Guard Academy,,否,否
中国人民武装警察部队后勤学院,Logistics University of People's Armed Police Force,,否,否
中国人民武装警察部队警官学院,Officers College of PAP,,否,否
中国人民武装警察部队士官学校,Noncommissioned Officer Academy of PAP,,否,否
中国人民武装警察部队特种警察学院,Special Police of China,,否,否
中国人民武装警察部队指挥学院,PAP Command College,,否,否
中国社会科学院大学,University of Chinese Academy of Social Sciences,,否,否
中国戏曲学院,National Academy of Chinese Theatre Arts,,否,否
中国消防救援学院,China Fire and Rescue Institute,,否,否
中国音乐学院,China Conservatory of Music,,否,否
中南林业科技大学涉外学院,"Swan college, Central South University of Forestry and Technology",,是,否
中山火炬职业技术学院,Zhongshan Torch Polytechnic,,否,否
中山职业技术学院,Zhongshan Polytechnic,,否,否
中央美术学院,Central Academy of Fine Arts,,否,否
中央戏剧学院,The Central Academy of Drama,,否,否
中央音乐学院,Central Conservatory of Music,,否,否
中原科技学院,Zhongyuan Institute of Science and Technology,,否,是
钟山职业技术学院,Zhongshan Vocational College,,否,是
周口城市职业学院,Zhoukou City Vocational College,,否,是
周口理工职业学院,Zhoukou Polytechnic Vocational College,,否,否
周口文理职业学院,Zhoukou Vocational College Of Arts And Science,,否,否
周口职业技术学院,Zhoukou Vocational And Technical College,,否,否
周口智慧能源职业学院,Zhoukou Vocational College of Intellent Energy,,否,是
株洲科技职业学院,Zhuzhou Vocational College of Science and Technology,,否,是
株洲师范高等专科学校,Zhuzhou Teachers College,,否,否
珠海城市职业技术学院,Zhuhai City Polytechnic,,否,否
珠海格力职业学院,Zhuhai Gree Polytechnic,,否,是
珠海科技学院,Zhuhai College of Science and Technology,,否,是
珠海艺术职业学院,Zhuhai Art College,,否,是
驻马店农业工程职业学院,Zhumadian Agricultural Engineering Vocational College,,否,否
驻马店幼儿师范高等专科学校,Zhumadian Preschool Education College,,否,否
驻马店职业技术学院,Zhumadian Vocational And Technical College,,否,否
资阳环境科技职业学院,Ziyang College Of Environmental Science And Techology,,否,是
资阳口腔职业学院,Ziyang College Of Dental Technology,,否,是
淄博师范高等专科学校,Zibo Normal College,,否,否
淄博职业技术大学,Zibo Polytechnic University,,否,否
自贡职业技术学院,Zigong Vocational And Technical College,,否,是
遵义医科大学医学与科技学院,Medicine & Technology College of Zunyi Medical University,,是,否
遵义医药高等专科学校,Zunyi Medical And Pharmaceutical College,,否,否
遵义职业技术学院,Zunyi Vocational And Technical College,,否,否
